route_id,name,mountain_id,mountain_name,grade,grade_yds,length_ft,pitches,type,first_ascent_year,latitude,longitude,accident_count,mp_route_id
337,Casaval Ridge,4,Shasta,Grade III 5.4,5.4,8000.0,,alpine,1937.0,41.4093,-122.1949,1,
338,pushing it.,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
339,Cathedral when the leader fell from Cave Wall,152,Cave,,,,,trad,,43.1939,-71.5724,1,
340,"That’s not a good place to sit,",426,Engineer,,,,,unknown,,39.5501,-105.7821,1,
341,Charlton-Unwin Col up the East Ridge,363,Charlton,,,,,alpine,,52.8734,-117.9543,1,
342,this isn’t such a great idea,70,Meeker,,,,,unknown,,40.3428,-105.6836,1,
343,Class 4 West Ridge,336,Quandry,,,,,alpine,,39.5501,-105.7821,1,
344,"The Crown,",208,King,,,,,unknown,,,,1,
345,Colorado 2,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
346,failed.,20,Pilot,,,,,unknown,,36.3378,-80.4697,1,
347,Culp Bossier Route,26,Hallett,,,,,unknown,,40.3428,-105.6836,1,
348,The Pedestal.,347,Snow Creek,,,,,unknown,,47.7511,-120.7401,1,
349,Descent route above Lake Agnes,311,Nublock,,,,,unknown,,53.9333,-116.5765,1,
350,ramp,10,Athabasca,,,,,unknown,,52.6942,-117.2133,1,
351,Disappointment Cleaver,2,Rainier,Grade II,,9000.0,,alpine,1909.0,46.8523,-121.7603,1,
352,The Whittle Wall,440,Whittle,,,,,trad,,39.9311,-105.2928,1,
353,Dos Perdigones en la Cassin,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
354,food for thought,219,Index Town,,,,,unknown,,47.7511,-120.7401,1,
355,Early Bird Buttress,27,Logan,,,,,alpine,,41.7369,-111.8225,1,
356,"This is crap,",260,Lundin,,,,,unknown,,47.7511,-120.7401,1,
357,East Face,278,East Face of Longs,,,,,alpine,,40.3428,-105.6836,1,
358,To Zee Top,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
359,Tomahawking.,18,Moran,,,,,unknown,,43.7904,-110.6818,1,
360,Too bad Buckwheat can’t fill us in.,3,Hood,,,,,unknown,,45.3736,-121.696,1,
361,to call someone.,105,Brock,,,,,unknown,,40.3428,-105.6836,1,
362,Emmons Glacier Route,2,Rainier,,,,,alpine,,46.8523,-121.7603,1,
363,Triple Couloir,122,Dragontail,,,,,alpine,,47.7511,-120.7401,1,
364,Expedition McKinley,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
365,"soft,",2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
366,Falling!,324,Oubliette,,,,,unknown,,52.8734,-117.9543,1,
367,Upper West Rib camp.,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
368,Falling.,6,Washington,,,,,unknown,,44.2705,-71.3033,1,
369,gripped,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
370,"Fischesser Wall,",131,Hawksbill,,,,,trad,,,,1,
371,"Very dangerous up there, nothing like in 2004.",53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
372,Forbidden Wall,76,Forbidden,,,,,trad,,37.2982,-113.0263,1,
373,solo,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
374,Friends in High Places,63,Tammany,,,,,unknown,,,,1,
375,Washington Square,53,Mckinley,,,,,unknown,,40.3428,-105.6836,1,
376,GT-92,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
377,hanging by a thread.,16,Cathedral,,,,,unknown,,37.8651,-119.5383,1,
378,"Gooseberry,",29,Tunnel,,,,,unknown,,40.3428,-105.6836,1,
379,"We could see it from a distance,",27,Logan,,,,,unknown,,64.2008,-149.4937,1,
380,Grillmair Chimney,238,Laurie,,,,,unknown,,,,1,
381,retired,226,Fall From Artificial,,,,,unknown,,47.7511,-120.7401,1,
382,"He was in very good shape for what he went through,",37,Adams,,,,,unknown,,46.2024,-121.4909,1,
383,heard a bone break in her leg.,3,Hood,,,,,unknown,,45.3736,-121.696,1,
384,Helmet Buttress,48,Table Rock,,,,,alpine,,35.98,-81.88,1,
385,rock!,33,Lefroy,,,,,unknown,,51.3667,-116.3333,1,
386,How does it look?,109,Sandia,,,,,unknown,,35.205,-106.4792,1,
387,West Face,389,Crowfoot,,,,,alpine,,40.3428,-105.6836,1,
388,"I thought I was dead,",218,Index,,,,,unknown,,47.8215,-121.5562,1,
389,pick me up and go.,61,Tennessee,,,,,unknown,,35.05,-85.35,1,
390,West Face,356,Sahale,,,,,alpine,,48.7718,-121.2985,1,
391,West Face,4,Shasta,,,,,alpine,,41.4093,-122.1949,1,
392,It’s Crowded up there.,21,Crowders,,,,,unknown,,35.2095,-81.2981,1,
393,rusty,12,Rundle,,,,,unknown,,51.1333,-115.4333,1,
394,I’m a little sketched out here!,374,Silver Run,,,,,unknown,,46.8797,-110.3626,1,
395,West Rib,53,McKinley,5.2,5.2,14000.0,,alpine,1959.0,63.0695,-151.0074,1,
396,January 25 at the Tennessee Wall,61,Tennessee,,,,,trad,,35.05,-85.35,1,
397,safe,3,Hood,,,,,unknown,,45.3736,-121.696,1,
398,"Joyful Expedition,",53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
399,technical,315,Corvallis,,,,,unknown,,47.7511,-120.7401,1,
400,West Ridge Route,36,Stuart,,,,,alpine,,47.4753,-120.9025,1,
401,the horribly difficult decision,22,Hunter,,,,,unknown,,62.9804,-151.0984,1,
402,Know the Ropes,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
403,Whiskey Expedition,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
404,Why do I feel so bad?,71,Dana,,,,,unknown,,37.8651,-119.5383,1,
405,the S couloir ,382,Southwest Ridge of,,,,,alpine,,63.1148,-151.1926,1,
406,Love Mountain and Beer,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
407,Wy'East Face,3,Hood,,,,,alpine,,45.3736,-121.696,1,
408,Mazama Chute,3,Hood,,,,,unknown,,45.3736,-121.696,1,
409,"many times before,",174,Foreplay,,,,,unknown,,,,1,
410,"Miyagi Workers Alpine Federation–MWAF-2012 Denali,",53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
411,"Yes,",20,Pilot,,,,,unknown,,36.3378,-80.4697,1,
412,Muldrow Glacier and descending the West Buttress,53,McKinley,,,,,alpine,,63.0695,-151.0074,1,
413,seize up,371,Sifton,,,,,unknown,,48.7596,-113.787,1,
414,Night Sun,314,Condor,,,,,unknown,,36.7783,-119.4179,1,
415,a baby.,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
416,North Face,10,Athabasca,Grade IV AI3,,2500.0,12.0,ice,,52.6942,-117.2133,1,
417,middle,16,Cathedral,,,,,unknown,,37.8651,-119.5383,1,
418,a little achy,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
419,act of nature.,433,Barrille,,,,,unknown,,63.1148,-151.1926,1,
420,all scratched up,158,Troopers notified the Alaska,,,,,unknown,,64.2008,-149.4937,1,
421,pipe pitch,343,Cannon,,,,,unknown,,43.1939,-71.5724,1,
422,Northcutt-Carter Route,26,Hallett,,,,,unknown,,40.3428,-105.6836,1,
423,anchor suddenly broke from the rock,103,Borah,,,,,unknown,,39.5501,-105.7821,1,
424,Northeast Face,191,Grandjean,,,,,alpine,,,,1,
425,short tie-in,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
426,Northwest Ridge,56,Capitol,,,,,alpine,,39.1502,-107.0831,1,
427,backup.,190,Grandfather,,,,,unknown,,,,1,
428,Off belay!,160,China,,,,,unknown,,36.7783,-119.4179,1,
429,standard,10,Athabasca,,,,,unknown,,52.6942,-117.2133,1,
430,Old Chute.,3,Hood,,,,,unknown,,45.3736,-121.696,1,
431,basket,103,Borah,,,,,unknown,,,,1,
432,Oregon High,6,Washington,,,,,unknown,,44.2705,-71.3033,1,
433,short-haul,39,Owen,,,,,unknown,,43.7429,-110.7958,1,
434,Owen- Spaulding Route,223,Jackson Hole,,,,,unknown,,43.7904,-110.6818,1,
435,blown.,39,Owen,,,,,unknown,,43.7429,-110.7958,1,
436,Pearly Gates,3,Hood,Grade II+,,5200.0,,alpine,1940.0,45.3736,-121.696,1,
437,ten essentials,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
438,Pinnacle Gully,6,Washington,,,,,unknown,,44.2705,-71.3033,1,
439,bone putty,73,Shortoff,,,,,unknown,,35.95,-81.9333,1,
440,Practice Wall,21,Crowders,,,,,trad,,35.2095,-81.2981,1,
441,noticeably affected,39,Owen,,,,,unknown,,43.7429,-110.7958,1,
442,ROCK!,337,Discovery,,,,,unknown,,36.7783,-119.4179,1,
443,burned out.,67,Buffalo,,,,,unknown,,45.3333,-76.1667,1,
444,Recollections of Pacifica,362,Champlain,,,,,unknown,,44.3386,-68.2733,1,
445,there was ice in my lungs.,373,Sill,,,,,unknown,,36.7783,-119.4179,1,
446,"Red Shirt,",15,Yamnuska,,,,,unknown,,51.13,-114.98,1,
447,old chute.,3,Hood,,,,,unknown,,45.3736,-121.696,1,
448,chicken head.,120,Moores,,,,,unknown,,36.3956,-80.2628,1,
449,simul-climbing,248,Long's,,,,,unknown,,40.3428,-105.6836,1,
450,Robbins Traverse,8,Redgarden,,,,,trad,,39.9311,-105.2928,1,
451,climbing.,20,Pilot,,,,,unknown,,36.3378,-80.4697,1,
452,Rock!,8,Redgarden,,,,,trad,,40.015,-105.405,1,
453,Southeast Buttress,16,Cathedral,5.6,,600.0,6.0,trad,,36.7783,-119.4179,1,
454,Rock.,26,Hallett,,,,,unknown,,40.3428,-105.6836,1,
455,over the tree,50,Stone,,,,,unknown,,36.4,-81.0333,1,
456,SOS,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
457,panicked,20,Pilot,,,,,unknown,,36.3378,-80.4697,1,
458,correct,43,Thompson,,,,,unknown,,47.7511,-120.7401,1,
459,"crack,",53,McKinley,,,,,trad,,63.0695,-151.0074,1,
460,Sergeants Ridge,4,Shasta,,,,,alpine,,41.4093,-122.1949,1,
461,A-Okay,244,Little Blue,,,,,unknown,,,,1,
462,20 percent,13,Baker,,,,,unknown,,48.7767,-121.8144,1,
463,custodial groups,364,Cheops,,,,,unknown,,48.7596,-113.787,1,
464,Africanized,46,Camelback,,,,,unknown,,34.0489,-111.0937,1,
465,dead man,3,Hood,,,,,unknown,,45.3736,-121.696,1,
466,Angove-McKinley Expedition,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
467,destroyed,61,Tennessee,,,,,unknown,,35.05,-85.35,1,
468,Avalanche Gulch and Casaval Ridge,4,Shasta,,,,,alpine,,41.4093,-122.1949,1,
469,default,398,Balfour,,,,,unknown,,51.5667,-116.4333,1,
470,Best Chilled,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
471,domino,26,Hallett,,,,,unknown,,40.3428,-105.6836,1,
472,Bumpers Buttress,64,Cory,,,,,alpine,,51.4968,-115.9281,1,
473,drop bag,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
474,"Can you take us to the summit from 14,000 feet?",53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
475,easy,316,Cosmology,,,,,unknown,,40.3428,-105.6836,1,
476,Central Ramp Route,148,Alice,,,,,unknown,,40.3428,-105.6836,1,
477,snow scramble.,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
478,Climb Smart,23,Red Garden,,,,,unknown,,39.9311,-105.2928,1,
479,The Nose,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
480,Dancing Fools,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
481,fast roping.,11,Jefferson,,,,,unknown,,44.6744,-121.799,1,
482,Dodge’s Drop,6,Washington,,,,,unknown,,44.2705,-71.3033,1,
483,"The rope just went right through my hands,",23,Red Garden,,,,,unknown,,39.9311,-105.2928,1,
484,East Buttress,53,McKinley,,,,,alpine,,63.0695,-151.0074,1,
485,East Face,416,Wardle,,,,,alpine,,40.3428,-105.6836,1,
486,fresh,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
487,Endangering the welfare of a child in the first degree.,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
488,go straight up to the peak.,57,Castle,,,,,unknown,,51.4968,-115.9281,1,
489,"Falling,",5,Longs,,,,,unknown,,40.2549,-105.6151,1,
490,V-notch,14,Teewinot,,,,,unknown,,43.7763,-110.8219,1,
491,Football Field,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
492,release hole,88,Star Trek,,,,,unknown,,,,1,
493,Fuhrer Ridge,9,Robson,,,,,alpine,,53.1097,-119.1564,1,
494,Wayne’s World,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
495,Grassi’s Ridge,142,Wiwaxy,,,,,alpine,,40.3428,-105.6836,1,
496,headpoint,84,Rincon,,,,,unknown,,39.9311,-105.2928,1,
497,Heart Break Hill.,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
498,hogback,13,Baker,,,,,unknown,,48.7767,-121.8144,1,
499,"I don’t want to, but I have shut down.",2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
500,the east side,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
501,Is the weather contributing to instability?,186,Huntington,,,,,unknown,,64.2008,-149.4937,1,
502,human crutches,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
503,"I’m off belay, I’m safe.",266,Megunticook,,,,,unknown,,,,1,
504,knife- edged,56,Capitol,,,,,unknown,,39.1502,-107.0831,1,
505,"led out fairly confidently, but slowly.",22,Hunter,,,,,unknown,,62.9804,-151.0984,1,
506,screamer,115,Lower Peanuts,,,,,unknown,,39.9311,-105.2928,1,
507,Let’s move!,16,Cathedral,,,,,unknown,,37.8651,-119.5383,1,
508,unclipped,21,Crowders,,,,,unknown,,35.2095,-81.2981,1,
509,Lunch Rocks,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
510,Yellow Wall,5,Longs,,,,,trad,,40.2549,-105.6151,1,
511,Mountaineers Route (descent after East Face),19,Whitney,,,,,alpine,,36.5785,-118.2923,1,
512,mayday,27,Logan,,,,,unknown,,41.7369,-111.8225,1,
513,North America Wall,288,North America,,,,,trad,,36.7783,-119.4179,1,
514,a hopeless pile of garbage rock.,44,John,,,,,unknown,,,,1,
515,North Glacier Route,130,Haddo,,,,,alpine,,51.4968,-115.9281,1,
516,smashed,352,Roadside,,,,,unknown,,,,1,
517,Northeast Face,25,Andromeda,,,,,alpine,,52.2,-117.2833,1,
518,"multipitch, all-day event",320,Ridge between Little Pawnee,,,,,unknown,,39.5501,-105.7821,1,
519,Northwest Women’s Climbers.,43,Thompson,,,,,unknown,,47.7511,-120.7401,1,
520,night schedule,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
521,Open Book,5,Longs,,,,,unknown,,40.2549,-105.6151,1,
522,no falls,91,Thunderbolt,,,,,unknown,,36.7783,-119.4179,1,
523,"Paolo, Paolo!",53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
524,short-roped,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
525,Polar Circus,162,Cirrus,,,,,unknown,,51.4968,-115.9281,1,
526,braking action,21,Crowders,,,,,unknown,,35.2095,-81.2981,1,
527,Rainy Day Women.,67,Buffalo,,,,,unknown,,45.3333,-76.1667,1,
528,standard,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
529,check things out.,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
530,"cliff,",3,Hood,,,,,unknown,,45.3736,-121.696,1,
531,Rock!,3,Hood,,,,,unknown,,45.3736,-121.696,1,
532,AAI-1 -Taylor,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
533,Roman Wall,13,Baker,,,,,trad,,48.7767,-121.8144,1,
534,cool down,441,Wicked Gravity,,,,,unknown,,,,1,
535,Sawtooth Ridge,263,Matterhorn,,,,,alpine,,36.7783,-119.4179,1,
536,slipped in booties,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
537,training ground,57,Castle,,,,,unknown,,51.4968,-115.9281,1,
538,variation.,157,Transformer,,,,,unknown,,,,1,
539,Arrow Float,24,Back of the Lake,,,,,unknown,,40.3428,-105.6836,1,
540,"crux,",10,Athabasca,,,,,unknown,,52.6942,-117.2133,1,
541,Brainteasers,435,Beauty,,,,,unknown,,,,1,
542,Sun Devil Wall,367,Sun Devil,,,,,trad,,,,1,
543,Tattoo Wall,405,Tattoo,,,,,trad,,,,1,
544,end run,42,Victoria,,,,,unknown,,51.3994,-116.3186,1,
545,Considerable rising to High with predicted daytime warming.,12,Rundle,,,,,unknown,,51.1333,-115.4333,1,
546,The Sickle.,42,Victoria,,,,,unknown,,51.3994,-116.3186,1,
547,Double Overhang,63,Tammany,,,,,unknown,,,,1,
548,East Ridge,40,Sir,,,,,alpine,,,,1,
549,"Unbelayvable: A Missed Catch,",384,Starbuck,,,,,unknown,,43.2994,-74.2179,1,
550,Fern Creek Party Wall,228,Fern Creek Party,,,,,trad,,,,1,
551,handle,18,Moran,,,,,unknown,,43.7904,-110.6818,1,
552,Giant Staircase of the East Face,19,Whitney,,,,,alpine,,36.5785,-118.2923,1,
553,"We were lucky we were in a bay and it was calmer in there,",15,Yamnuska,,,,,unknown,,51.13,-114.98,1,
554,Hotlum-Bolam Route,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
555,rooflet.,379,The Flank,,,,,unknown,,,,1,
556,I’ll wait here for a rescue.,119,Muir,,,,,unknown,,37.2151,-118.5437,1,
557,West Ridge,22,Hunter,,,,,alpine,,62.9804,-151.0984,1,
558,Kiwi Denali,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
559,space blankets,209,Haig,,,,,unknown,,,,1,
560,McKinley 99,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
561,Yokum Ridge,3,Hood,,,,,alpine,,45.3736,-121.696,1,
562,North Face,34,Edith,,,,,alpine,,52.8734,-117.9543,1,
563,5.8 variation,127,Lemmon,,,,,unknown,,34.0489,-111.0937,1,
564,atypical HACE.,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
565,ball-up,82,Flattop,,,,,unknown,,40.3428,-105.6836,1,
566,Original Route,66,Rainbow,,,,,unknown,,36.1357,-115.4274,1,
567,normal,296,Boneyard,,,,,unknown,,,,1,
568,Pro-Pin Award,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
569,sickle,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
570,Rincon Wall,84,Rincon,,,,,trad,,39.9311,-105.2928,1,
571,the Deadly Bells,291,North Maroon,,,,,unknown,,39.5501,-105.7821,1,
572,Salathe Wall,247,Long Ledge on the Salathe,,,,,trad,,36.7783,-119.4179,1,
573,crushing,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
574,team doctor.,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
575,snap.,395,Whiteside,,,,,unknown,,,,1,
576,Cable Route,5,Longs,,,,,unknown,,40.2549,-105.6151,1,
577,The Chute,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
578,Devils Kitchen.,3,Hood,,,,,unknown,,45.3736,-121.696,1,
579,Falling!,16,Cathedral,,,,,unknown,,36.7783,-119.4179,1,
580,Vittles Wall,412,Vittles,,,,,trad,,,,1,
581,HELP,299,Patterson,,,,,unknown,,51.4968,-115.9281,1,
582,hopeless pile of garbage rock.,44,John,,,,,unknown,,,,1,
583,Japanese Couloir,138,Woolley,,,,,alpine,,52.8734,-117.9543,1,
584,Winnie’s Slide,30,Shuksan,,,,,unknown,,48.8098,-121.6065,1,
585,NW Buttress 02 ,53,McKinley,,,,,alpine,,63.0695,-151.0074,1,
586,technical,5,Longs,,,,,unknown,,40.2549,-105.6151,1,
587,Off belay.,214,High Wire,,,,,unknown,,39.7528,-105.3614,1,
588,body,2,Rainier,,,,,unknown,,46.8523,-121.7603,1,
589,caught,37,Adams,,,,,unknown,,46.2024,-121.4909,1,
590,simul-climbing,6,Washington,,,,,unknown,,44.2705,-71.3033,1,
591,Short and Sweet,331,Practice,,,,,unknown,,,,1,
592,disorganized,3,Hood,,,,,unknown,,45.3736,-121.696,1,
593,Cheechakos,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
594,"French-freeing,",74,Salathe,,,,,unknown,,36.7783,-119.4179,1,
595,West Face,22,Hunter,,,,,alpine,,62.9804,-151.0984,1,
596,Lleida McKinley ’96,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
597,staircase,32,Wilson,,,,,unknown,,51.45,-116.0667,1,
598,Pig Hill,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
599,optional,8,Redgarden,,,,,trad,,39.9311,-105.2928,1,
600,Southeast Ridge,297,Bonneville,,,,,alpine,,43.076,-107.2903,1,
601,Ice Skids,31,Foraker,,,,,unknown,,62.9604,-151.3998,1,
602,alpine draw,189,Inadequate Belay Pilot,,,,,unknown,,36.3378,-80.4697,1,
603,"Rock,",417,Warren,,,,,unknown,,43.076,-107.2903,1,
604,North Ridge,42,Victoria,,,,,alpine,,51.3994,-116.3186,1,
605,wind event,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
606,Sky Ladder,25,Andromeda,,,,,unknown,,52.2,-117.2833,1,
607,training,5,Longs,,,,,unknown,,40.2549,-105.6151,1,
608,A climb isn’t over ‘til it’s over.,12,Rundle,,,,,unknown,,51.1333,-115.4333,1,
609,trick,3,Hood,,,,,unknown,,45.3736,-121.696,1,
610,"Slipstream,",346,Snow,,,,,unknown,,40.3428,-105.6836,1,
611,"two bolts at the top with the chain,",28,Moore's,,,,,unknown,,36.3956,-80.2628,1,
612,Slovak Expedition 99,53,McKinley,,,,,unknown,,63.0695,-151.0074,1,
613,"unravel,",195,Guide's,,,,,unknown,,43.076,-107.2903,1,
614,Small Cliff,55,Ragged,,,,,unknown,,41.6333,-72.7833,1,
615,used one of his nine lives that day.,4,Shasta,,,,,unknown,,41.4093,-122.1949,1,
616,"Soloing is definitely raising the danger factor,",116,Lorette,,,,,unknown,,,,1,
617,wanted to do something more difficult,180,Gates,,,,,unknown,,51.5,-118.5,1,
618,South Buttress,133,Jackson,,,,,alpine,,43.076,-107.2903,1,
619,"went over on the right ankle,",408,Terminal,,,,,unknown,,50.2667,-117.2833,1,
620,South Buttress,18,Moran,,,,,alpine,,43.7904,-110.6818,1,
621,14’ers,14,Teewinot,,,,,unknown,,43.7763,-110.8219,1,
622,South Buttress 95,53,McKinley,,,,,alpine,,63.0695,-151.0074,1,
