weather_id,accident_id,date,latitude,longitude,temperature_avg,temperature_min,temperature_max,wind_speed_avg,wind_speed_max,precipitation_total,visibility_avg,cloud_cover_avg
11398,,2010-12-06,44.43,-113.32,-7.52,-9.7,-5.2,7.36,9.2,4.0,,97.17
11399,,2010-12-07,44.43,-113.32,-9.75,-11.2,-7.3,5.96,9.8,0.0,,80.67
11400,2002.0,2010-12-08,44.43,-113.32,-9.19,-12.0,-5.8,9.45,13.8,0.1,,81.46
11401,,2010-12-09,44.43,-113.32,-14.14,-17.2,-9.8,6.4,10.5,0.0,,90.5
11402,,2010-12-10,44.43,-113.32,-12.85,-15.4,-9.6,7.92,12.7,5.0,,47.17
11403,,2010-12-11,44.43,-113.32,-14.82,-18.1,-12.0,5.23,7.4,3.1,,98.62
11404,,2010-12-12,44.43,-113.32,-9.42,-12.4,-3.6,6.73,9.4,0.4,,86.38
11405,,2010-12-06,37.87,-107.56,-4.51,-10.5,2.4,7.58,14.5,2.8,,31.12
11406,,2010-12-07,37.87,-107.56,-7.32,-10.5,-2.4,8.49,17.4,0.0,,37.96
11407,,2010-12-08,37.87,-107.56,-3.79,-11.8,4.8,6.94,10.2,0.0,,21.79
11408,,2010-12-09,37.87,-107.56,-2.38,-5.9,2.9,7.89,14.5,0.8,,67.75
11409,,2010-12-10,37.87,-107.56,-4.03,-6.8,0.6,9.2,19.5,1.3,,90.92
11410,2003.0,2010-12-11,37.87,-107.56,-7.2,-10.7,-4.3,11.18,19.1,1.3,,62.12
11411,,2010-12-12,37.87,-107.56,-3.97,-9.3,2.0,11.16,14.8,0.0,,16.29
11412,,2010-12-06,39.8,-105.87,-12.22,-22.6,-4.3,6.87,9.4,0.6,,40.46
11413,,2010-12-07,39.8,-105.87,-12.27,-17.2,-8.3,11.78,16.6,1.1,,53.83
11414,,2010-12-08,39.8,-105.87,-12.89,-21.0,-2.5,10.83,13.3,0.0,,31.75
11415,,2010-12-09,39.8,-105.87,-12.06,-17.1,-4.8,12.39,20.5,0.0,,39.0
11416,,2010-12-10,39.8,-105.87,-12.82,-20.4,-5.7,14.66,25.4,4.4,,67.62
11417,,2010-12-11,39.8,-105.87,-16.24,-21.9,-13.1,15.9,23.2,0.0,,51.58
11418,2004.0,2010-12-12,39.8,-105.87,-11.54,-21.8,-5.7,16.75,22.7,0.0,,63.12
11419,2005.0,2010-12-20,39.0,-107.0,-1.57,-2.2,-0.5,10.42,15.1,24.4,,99.92
11420,,2010-12-21,39.0,-107.0,-2.14,-2.6,-1.2,8.01,11.5,22.0,,100.0
11421,,2010-12-22,39.0,-107.0,-2.23,-4.2,0.9,6.96,11.0,1.9,,78.12
11422,,2010-12-23,39.0,-107.0,-3.75,-5.8,-0.9,5.91,8.9,3.4,,84.67
11423,,2010-12-24,39.0,-107.0,-4.58,-7.4,-1.8,3.43,6.6,0.0,,43.42
11424,,2010-12-25,39.0,-107.0,-7.51,-13.8,0.8,4.48,7.0,0.0,,6.17
11425,,2010-12-26,39.0,-107.0,-7.98,-12.7,-1.6,4.75,6.6,1.8,,67.08
11426,,2010-12-20,37.24,-118.57,-4.83,-5.7,-4.2,5.8,6.7,29.2,,100.0
11427,,2010-12-21,37.24,-118.57,-4.92,-5.6,-3.4,4.95,6.5,3.8,,87.08
11428,,2010-12-22,37.24,-118.57,-4.36,-7.1,-2.8,2.89,6.3,11.7,,88.62
11429,,2010-12-23,37.24,-118.57,-5.69,-9.1,-1.0,6.54,8.1,0.0,,48.42
11430,,2010-12-24,37.24,-118.57,-2.5,-4.7,1.3,5.73,6.5,0.0,,69.96
11431,,2010-12-25,37.24,-118.57,-2.64,-6.2,-0.2,5.18,6.0,3.3,,64.42
11432,2006.0,2010-12-26,37.24,-118.57,-7.56,-11.4,-3.9,7.01,8.2,2.1,,44.62
11433,,2010-12-27,47.28,-116.19,0.78,-0.7,2.3,11.55,15.4,7.0,,96.46
11434,,2010-12-28,47.28,-116.19,2.69,1.6,4.0,9.11,12.6,18.1,,99.75
11435,2007.0,2010-12-29,47.28,-116.19,-0.05,-3.6,2.8,10.56,17.9,18.7,,100.0
11436,,2010-12-30,47.28,-116.19,-6.64,-12.4,-3.5,4.02,5.6,2.5,,86.17
11437,,2010-12-31,47.28,-116.19,-12.95,-16.5,-7.8,4.59,6.6,0.0,,53.62
11438,,2011-01-01,47.28,-116.19,-13.88,-19.3,-7.1,5.6,7.7,0.0,,52.83
11439,,2011-01-02,47.28,-116.19,-10.17,-14.1,-4.3,4.09,6.6,0.0,,49.46
11440,,2010-01-18,45.37,-121.7,-11.97,-17.3,-7.7,10.48,17.5,1.4,,80.83
11441,,2010-01-19,45.37,-121.7,-12.51,-16.5,-8.7,9.58,17.7,2.1,,83.17
11442,,2010-01-20,45.37,-121.7,-14.0,-17.6,-11.3,10.5,15.7,3.2,,91.25
11443,2009.0,2010-01-21,45.37,-121.7,-13.25,-15.8,-9.3,7.79,11.1,2.5,,88.25
11444,,2010-01-22,45.37,-121.7,-13.19,-14.9,-10.9,6.5,10.1,6.4,,100.0
11445,,2010-01-23,45.37,-121.7,-12.67,-15.1,-9.7,6.6,11.2,0.7,,64.04
11446,,2010-01-24,45.37,-121.7,-14.08,-15.3,-13.4,6.9,10.1,28.0,,96.71
11447,2010.0,2010-01-25,35.05,-85.35,5.89,2.9,7.6,15.74,24.1,0.6,,59.83
11448,,2010-01-26,35.05,-85.35,1.59,-1.7,4.6,11.12,16.7,0.0,,35.21
11449,,2010-01-27,35.05,-85.35,1.71,-3.1,7.4,4.25,6.5,0.0,,40.92
11450,,2010-01-28,35.05,-85.35,5.52,0.1,12.2,7.41,11.2,0.0,,93.75
11451,,2010-01-29,35.05,-85.35,0.36,-0.8,1.5,11.76,14.6,17.0,,84.67
11452,,2010-01-30,35.05,-85.35,0.2,-3.7,2.5,8.72,15.1,10.2,,96.88
11453,,2010-01-31,35.05,-85.35,-2.93,-10.0,3.6,8.23,13.0,0.0,,17.21
11454,,2010-02-01,39.55,-105.78,-16.17,-22.9,-8.1,9.79,17.3,0.0,,29.29
11455,,2010-02-02,39.55,-105.78,-13.72,-22.6,-2.9,6.17,8.9,0.0,,43.88
11456,,2010-02-03,39.55,-105.78,-10.5,-16.5,-3.7,4.55,10.8,0.9,,75.75
11457,,2010-02-04,39.55,-105.78,-10.23,-15.4,-6.5,10.54,18.4,1.0,,68.67
11458,,2010-02-05,39.55,-105.78,-12.11,-19.2,-4.0,10.02,15.5,0.0,,34.88
11459,,2010-02-06,39.55,-105.78,-12.07,-19.1,-4.2,6.82,11.3,0.5,,55.54
11460,2011.0,2010-02-07,39.55,-105.78,-11.92,-15.8,-7.9,4.74,8.4,2.7,,94.96
11461,,2010-02-15,39.55,-105.78,-16.53,-25.7,-8.1,6.9,10.9,0.0,,40.46
11462,,2010-02-16,39.55,-105.78,-13.32,-19.7,-6.4,8.63,14.1,0.0,,48.58
11463,2012.0,2010-02-17,39.55,-105.78,-11.77,-19.3,-4.4,6.36,10.5,1.0,,63.96
11464,,2010-02-18,39.55,-105.78,-11.42,-17.4,-5.9,5.25,8.0,1.8,,68.21
11465,,2010-02-19,39.55,-105.78,-12.32,-17.8,-7.4,5.1,9.2,4.1,,68.17
11466,,2010-02-20,39.55,-105.78,-10.05,-12.9,-5.6,7.1,14.2,8.5,,92.33
11467,,2010-02-21,39.55,-105.78,-12.53,-15.2,-9.5,4.55,7.9,7.0,,95.29
11468,,2010-03-08,39.75,-105.36,-1.34,-3.5,1.5,8.33,12.8,2.4,,97.88
11469,,2010-03-09,39.75,-105.36,-1.76,-5.1,2.5,8.09,13.0,1.0,,66.83
11470,2013.0,2010-03-10,39.75,-105.36,-5.32,-9.7,-1.4,6.29,12.0,5.7,,88.08
11471,,2010-03-11,39.75,-105.36,-6.18,-11.1,-0.6,9.39,20.2,0.0,,54.67
11472,,2010-03-12,39.75,-105.36,-4.3,-9.5,2.7,11.29,18.0,0.0,,1.33
11473,,2010-03-13,39.75,-105.36,-2.04,-9.8,4.0,7.44,11.0,0.0,,41.04
11474,,2010-03-14,39.75,-105.36,-4.52,-8.3,-2.5,9.35,15.1,7.2,,72.83
11475,,2010-03-08,43.19,-71.57,4.63,0.6,10.0,14.55,22.0,0.0,,19.54
11476,,2010-03-09,43.19,-71.57,1.25,-3.7,5.9,12.02,17.3,0.0,,19.0
11477,,2010-03-10,43.19,-71.57,2.31,-3.4,7.8,5.64,9.4,0.0,,2.71
11478,,2010-03-11,43.19,-71.57,3.02,-1.5,9.1,6.24,9.2,2.3,,73.12
11479,,2010-03-12,43.19,-71.57,2.62,0.2,6.5,8.16,11.7,0.0,,84.0
11480,,2010-03-13,43.19,-71.57,1.8,-0.1,6.1,19.39,25.1,5.9,,92.88
11481,2014.0,2010-03-14,43.19,-71.57,1.68,0.4,2.4,26.38,30.1,53.8,,100.0
11482,2015.0,2010-03-15,37.87,-119.54,-0.55,-6.1,6.2,4.21,8.2,0.0,,97.92
11483,,2010-03-16,37.87,-119.54,0.55,-2.5,5.3,3.76,6.7,0.0,,99.0
11484,,2010-03-17,37.87,-119.54,0.7,-2.8,5.8,4.36,8.3,0.0,,90.5
11485,,2010-03-18,37.87,-119.54,-1.32,-6.3,4.4,6.36,13.4,0.0,,3.83
11486,,2010-03-19,37.87,-119.54,-0.82,-7.1,5.3,7.33,15.3,0.0,,6.0
11487,,2010-03-20,37.87,-119.54,0.35,-4.3,6.0,3.68,8.3,0.0,,83.58
11488,,2010-03-21,37.87,-119.54,-0.61,-4.1,3.4,5.9,13.7,0.0,,73.0
11489,2016.0,2010-03-15,36.78,-119.42,12.57,4.8,21.2,3.62,7.6,0.0,,94.12
11490,,2010-03-16,36.78,-119.42,14.72,6.7,23.4,5.03,8.7,0.0,,93.46
11491,,2010-03-17,36.78,-119.42,15.08,7.6,23.1,4.93,8.1,0.0,,89.38
11492,,2010-03-18,36.78,-119.42,14.22,7.5,20.7,5.17,9.0,0.0,,11.54
11493,,2010-03-19,36.78,-119.42,14.31,7.5,21.4,5.01,9.7,0.0,,7.5
11494,,2010-03-20,36.78,-119.42,15.27,7.3,23.8,4.85,7.3,0.0,,73.12
11495,,2010-03-21,36.78,-119.42,14.66,7.1,22.0,4.87,7.8,0.0,,86.5
11496,,2010-03-15,39.55,-105.78,-6.62,-11.3,-0.4,3.87,6.6,0.1,,51.29
11497,,2010-03-16,39.55,-105.78,-7.41,-15.4,1.2,8.27,10.5,0.0,,0.0
11498,,2010-03-17,39.55,-105.78,-4.56,-13.6,3.9,5.45,10.2,0.0,,47.92
11499,,2010-03-18,39.55,-105.78,-4.15,-10.8,3.2,6.58,9.8,0.6,,86.75
11500,,2010-03-19,39.55,-105.78,-11.97,-16.3,-8.5,9.48,14.4,13.1,,99.83
11501,,2010-03-20,39.55,-105.78,-15.45,-23.1,-8.9,10.84,17.3,0.0,,18.04
11502,2017.0,2010-03-21,39.55,-105.78,-9.75,-18.9,0.8,10.25,13.3,0.0,,0.71
11503,2018.0,2010-04-05,47.75,-120.74,2.92,0.6,5.1,4.5,6.7,12.7,,91.58
11504,,2010-04-06,47.75,-120.74,2.1,-0.8,5.2,9.12,14.4,6.8,,83.92
11505,,2010-04-07,47.75,-120.74,3.94,-0.1,8.3,4.35,7.6,2.5,,97.88
11506,,2010-04-08,47.75,-120.74,0.85,-2.9,3.8,11.44,16.9,13.7,,70.79
11507,,2010-04-09,47.75,-120.74,-0.04,-3.5,3.6,8.8,15.5,3.0,,54.46
11508,,2010-04-10,47.75,-120.74,0.59,-5.5,5.5,7.84,14.1,0.0,,78.04
11509,,2010-04-11,47.75,-120.74,4.01,-1.5,8.8,6.19,11.0,0.0,,93.25
11510,,2010-04-05,44.27,-71.3,0.33,-6.3,6.6,9.88,16.1,0.0,,54.04
11511,,2010-04-06,44.27,-71.3,-0.67,-5.0,3.3,6.75,14.8,5.2,,93.71
11512,,2010-04-07,44.27,-71.3,3.56,-3.5,12.7,10.89,24.2,6.6,,85.08
11513,,2010-04-08,44.27,-71.3,0.35,-3.3,2.6,8.88,14.6,0.6,,89.83
11514,,2010-04-09,44.27,-71.3,-3.7,-8.1,-1.7,6.9,18.6,17.9,,100.0
11515,,2010-04-10,44.27,-71.3,-6.33,-9.4,-2.0,18.91,25.7,0.3,,50.75
11516,2020.0,2010-04-11,44.27,-71.3,-4.68,-7.9,-0.7,14.37,22.1,0.2,,59.58
11517,,2010-04-12,39.93,-105.29,7.5,-0.6,15.2,11.65,22.1,0.0,,75.29
11518,2022.0,2010-04-13,39.93,-105.29,5.38,-2.0,10.9,11.33,20.3,0.2,,17.88
11519,,2010-04-14,39.93,-105.29,4.32,-5.6,14.3,7.67,10.6,0.0,,9.33
11520,,2010-04-15,39.93,-105.29,6.17,-3.2,12.8,5.57,9.3,0.0,,44.38
11521,,2010-04-16,39.93,-105.29,5.7,0.4,9.6,7.67,13.5,0.0,,76.96
11522,,2010-04-17,39.93,-105.29,5.4,-1.0,9.8,4.33,7.2,1.5,,84.0
11523,,2010-04-18,39.93,-105.29,6.74,-2.4,15.9,6.56,9.5,1.0,,52.83
11524,,2010-04-12,37.87,-119.54,-5.96,-7.8,-3.3,7.53,13.2,14.9,,94.17
11525,2023.0,2010-04-13,37.87,-119.54,-4.98,-10.0,-0.9,4.02,7.4,0.0,,39.0
11526,,2010-04-14,37.87,-119.54,-4.35,-8.1,0.1,5.69,14.8,0.0,,33.42
11527,,2010-04-15,37.87,-119.54,-0.93,-7.7,5.3,3.39,7.4,0.0,,82.12
11528,,2010-04-16,37.87,-119.54,-0.56,-5.2,3.5,4.5,11.0,0.0,,21.54
11529,,2010-04-17,37.87,-119.54,0.15,-6.7,6.1,4.07,8.4,0.0,,23.58
11530,,2010-04-18,37.87,-119.54,1.68,-4.5,8.3,3.79,7.5,0.0,,29.62
11531,,2010-04-12,50.5,-116.5,-10.3,-14.4,-5.3,6.6,8.7,0.2,,89.83
11532,,2010-04-13,50.5,-116.5,-7.49,-12.6,-2.3,3.87,7.1,0.0,,99.25
11533,,2010-04-14,50.5,-116.5,-5.22,-9.7,-0.9,5.29,7.0,0.0,,99.25
11534,,2010-04-15,50.5,-116.5,-4.27,-8.3,-0.4,3.69,6.6,0.0,,80.46
11535,2024.0,2010-04-16,50.5,-116.5,-2.79,-8.5,3.0,2.02,3.8,0.0,,38.12
11536,,2010-04-17,50.5,-116.5,-3.18,-6.2,0.8,2.76,6.3,2.4,,89.08
11537,,2010-04-18,50.5,-116.5,-4.01,-7.8,0.2,2.92,5.6,0.2,,63.46
11538,2025.0,2010-04-19,43.19,-71.57,7.75,2.7,13.1,15.45,20.5,0.1,,64.58
11539,,2010-04-20,43.19,-71.57,11.77,6.3,17.5,12.48,19.5,0.0,,22.42
11540,,2010-04-21,43.19,-71.57,12.83,4.8,19.8,8.92,13.0,0.0,,39.88
11541,,2010-04-22,43.19,-71.57,12.8,6.3,20.0,6.47,12.5,1.3,,40.67
11542,,2010-04-23,43.19,-71.57,10.08,6.3,14.5,14.28,17.0,0.0,,34.62
11543,,2010-04-24,43.19,-71.57,11.99,5.5,18.4,9.57,13.4,0.0,,33.12
11544,,2010-04-25,43.19,-71.57,12.42,7.2,18.8,8.55,13.4,0.7,,82.0
11545,,2010-05-10,63.07,-151.01,-32.16,-33.8,-30.3,3.4,4.8,0.0,,95.46
11546,2026.0,2010-05-11,63.07,-151.01,-31.16,-32.3,-30.2,3.19,4.5,2.3,,95.5
11547,,2010-05-12,63.07,-151.01,-30.43,-32.6,-28.6,2.35,4.4,1.1,,91.92
11548,,2010-05-13,63.07,-151.01,-31.91,-34.2,-30.0,3.54,4.8,1.3,,84.58
11549,,2010-05-14,63.07,-151.01,-32.36,-35.6,-29.2,1.61,2.6,0.0,,91.29
11550,,2010-05-15,63.07,-151.01,-30.82,-33.7,-29.4,2.16,3.7,4.3,,84.25
11551,,2010-05-16,63.07,-151.01,-32.9,-34.6,-30.9,2.18,4.3,0.0,,39.79
11552,,2010-05-10,64.2,-149.49,7.14,3.0,11.1,7.34,12.7,1.6,,93.92
11553,2027.0,2010-05-11,64.2,-149.49,7.32,4.4,10.7,15.02,16.9,0.0,,86.21
11554,,2010-05-12,64.2,-149.49,9.77,4.3,14.5,11.52,15.0,0.1,,72.12
11555,,2010-05-13,64.2,-149.49,7.38,4.4,9.9,12.14,16.2,1.0,,89.33
11556,,2010-05-14,64.2,-149.49,8.17,-0.4,14.1,9.31,12.9,0.0,,51.21
11557,,2010-05-15,64.2,-149.49,7.68,3.5,11.1,9.06,13.2,0.3,,97.12
11558,,2010-05-16,64.2,-149.49,8.58,3.1,13.2,10.02,12.8,0.0,,43.58
11559,,2010-05-10,40.34,-105.68,1.04,-3.5,4.8,13.63,23.1,0.3,,49.12
11560,2028.0,2010-05-11,40.34,-105.68,-1.32,-4.0,2.1,7.67,19.3,17.8,,80.38
11561,,2010-05-12,40.34,-105.68,-2.49,-5.6,0.4,3.08,7.0,10.3,,83.62
11562,,2010-05-13,40.34,-105.68,-2.49,-8.6,2.4,3.58,6.6,1.4,,81.12
11563,,2010-05-14,40.34,-105.68,0.32,-4.7,5.8,4.74,9.2,2.9,,80.92
11564,,2010-05-15,40.34,-105.68,0.87,-2.8,4.4,8.38,17.9,2.8,,74.54
11565,,2010-05-16,40.34,-105.68,1.98,-5.0,7.9,6.97,13.0,0.0,,40.79
11566,2029.0,2010-05-17,45.37,-121.7,-1.8,-6.2,5.0,5.0,11.2,12.1,,97.58
11567,,2010-05-18,45.37,-121.7,-5.52,-7.9,-1.6,11.71,16.4,4.5,,78.79
11568,,2010-05-19,45.37,-121.7,-6.84,-11.6,1.4,12.78,20.1,9.4,,66.83
11569,,2010-05-20,45.37,-121.7,-10.25,-12.5,-7.0,10.88,14.8,5.5,,73.5
11570,,2010-05-21,45.37,-121.7,-11.44,-14.1,-7.6,6.32,12.3,7.9,,95.88
11571,,2010-05-22,45.37,-121.7,-11.02,-13.5,-8.1,12.22,15.2,6.3,,88.92
11572,,2010-05-23,45.37,-121.7,-10.35,-13.7,-6.4,9.39,13.0,4.7,,78.71
11573,,2010-05-17,63.07,-151.01,-31.69,-34.2,-28.7,1.12,1.8,0.0,,80.04
11574,,2010-05-18,63.07,-151.01,-28.93,-31.4,-26.6,0.7,1.5,0.0,,79.08
11575,,2010-05-19,63.07,-151.01,-26.26,-30.0,-22.7,2.0,3.4,3.8,,63.29
11576,,2010-05-20,63.07,-151.01,-25.75,-26.9,-23.7,2.01,4.7,5.8,,45.92
11577,2030.0,2010-05-21,63.07,-151.01,-24.89,-28.2,-22.1,0.93,1.9,0.0,,34.67
11578,2031.0,2010-05-21,63.07,-151.01,-24.89,-28.2,-22.1,0.93,1.9,0.0,,34.67
11579,,2010-05-22,63.07,-151.01,-26.94,-28.1,-25.5,1.18,1.9,0.0,,61.21
11580,,2010-05-23,63.07,-151.01,-28.14,-31.1,-25.3,0.93,1.6,0.0,,88.67
11581,,2010-05-17,42.07,-113.72,12.98,5.2,19.1,13.25,21.9,0.1,,98.75
11582,,2010-05-18,42.07,-113.72,8.51,4.6,10.7,10.25,18.5,6.6,,86.88
11583,,2010-05-19,42.07,-113.72,8.68,1.1,14.4,10.68,14.6,0.0,,43.33
11584,,2010-05-20,42.07,-113.72,6.75,4.0,9.8,11.99,18.8,2.4,,56.96
11585,2032.0,2010-05-21,42.07,-113.72,6.62,0.4,13.3,11.75,22.7,1.5,,77.0
11586,,2010-05-22,42.07,-113.72,1.47,-1.6,4.3,12.27,18.8,2.6,,40.29
11587,,2010-05-23,42.07,-113.72,2.26,-3.1,7.3,9.13,19.2,0.0,,88.79
11588,,2010-05-17,51.13,-114.98,13.34,3.2,21.5,5.88,9.0,0.0,,57.96
11589,,2010-05-18,51.13,-114.98,13.58,3.8,21.8,6.32,10.0,0.8,,71.12
11590,,2010-05-19,51.13,-114.98,11.48,6.9,16.0,6.84,12.7,0.5,,83.04
11591,,2010-05-20,51.13,-114.98,6.63,2.4,10.7,9.48,16.9,1.0,,94.88
11592,,2010-05-21,51.13,-114.98,4.8,1.7,8.5,17.47,26.5,0.8,,88.54
11593,2033.0,2010-05-22,51.13,-114.98,3.98,-1.9,8.3,7.04,11.8,1.4,,62.46
11594,2034.0,2010-05-23,51.13,-114.98,5.62,-0.4,10.9,4.7,9.0,0.8,,95.54
11595,,2010-05-17,48.81,-121.61,3.71,-0.5,10.1,3.52,6.4,4.1,,96.71
11596,,2010-05-18,48.81,-121.61,-0.91,-3.4,1.4,5.96,8.4,6.7,,85.54
11597,,2010-05-19,48.81,-121.61,-1.26,-5.8,7.0,7.2,14.7,12.6,,76.54
11598,,2010-05-20,48.81,-121.61,-6.01,-7.8,-4.1,6.24,8.7,13.9,,93.46
11599,,2010-05-21,48.81,-121.61,-4.96,-8.1,-1.4,3.94,5.2,1.8,,76.38
11600,,2010-05-22,48.81,-121.61,-4.58,-6.6,-1.7,5.08,8.4,5.5,,93.54
11601,2035.0,2010-05-23,48.81,-121.61,-4.12,-6.3,-0.9,4.49,6.7,5.2,,74.12
11602,,2010-05-24,63.07,-151.01,-26.78,-28.8,-25.0,0.86,1.9,0.0,,23.92
11603,,2010-05-25,63.07,-151.01,-25.26,-27.0,-24.2,1.4,2.2,6.1,,66.92
11604,2036.0,2010-05-26,63.07,-151.01,-24.95,-26.9,-23.5,0.51,1.1,0.0,,30.62
11605,,2010-05-27,63.07,-151.01,-24.68,-27.1,-23.3,0.68,1.8,0.0,,21.5
11606,,2010-05-28,63.07,-151.01,-24.91,-27.1,-23.4,0.81,2.3,0.0,,54.54
11607,,2010-05-29,63.07,-151.01,-24.37,-26.3,-22.2,0.57,1.1,0.0,,52.25
11608,,2010-05-30,63.07,-151.01,-23.67,-26.0,-22.1,0.96,2.2,0.4,,35.25
11609,,2010-06-07,63.07,-151.01,-25.0,-27.4,-22.7,2.09,3.6,3.8,,75.46
11610,,2010-06-08,63.07,-151.01,-24.99,-25.7,-24.4,1.94,3.2,11.9,,99.67
11611,,2010-06-09,63.07,-151.01,-24.57,-25.6,-23.6,1.51,3.0,1.6,,95.33
11612,,2010-06-10,63.07,-151.01,-25.54,-27.4,-24.7,3.06,4.2,0.8,,82.17
11613,2037.0,2010-06-11,63.07,-151.01,-26.54,-28.4,-24.8,1.18,2.5,0.8,,80.08
11614,2038.0,2010-06-11,63.07,-151.01,-26.54,-28.4,-24.8,1.18,2.5,0.8,,80.08
11615,,2010-06-12,63.07,-151.01,-25.99,-27.2,-24.9,2.47,3.8,11.9,,99.88
11616,,2010-06-13,63.07,-151.01,-24.66,-27.0,-22.6,2.15,3.7,1.6,,90.67
11617,,2010-06-14,40.02,-105.41,7.43,2.5,12.0,6.63,11.3,4.2,,57.17
11618,,2010-06-15,40.02,-105.41,10.89,2.3,18.6,8.62,15.2,0.0,,20.71
11619,,2010-06-16,40.02,-105.41,13.8,3.8,22.4,6.24,10.5,0.2,,24.75
11620,,2010-06-17,40.02,-105.41,12.98,6.7,21.0,12.91,21.1,0.0,,0.71
11621,,2010-06-18,40.02,-105.41,13.92,4.6,22.6,6.32,8.9,0.0,,14.21
11622,,2010-06-19,40.02,-105.41,13.8,5.3,20.5,4.52,7.8,6.5,,31.0
11623,,2010-06-20,40.02,-105.41,13.15,4.6,22.0,4.32,7.6,7.8,,24.83
11624,,2010-06-14,37.87,-119.54,7.7,1.0,13.2,5.41,10.0,0.0,,4.83
11625,,2010-06-15,37.87,-119.54,7.46,4.0,11.9,8.87,16.4,0.0,,7.42
11626,,2010-06-16,37.87,-119.54,4.58,0.0,7.8,8.52,17.5,0.0,,1.46
11627,2041.0,2010-06-17,37.87,-119.54,5.55,-1.1,10.9,5.07,10.9,0.0,,6.42
11628,,2010-06-18,37.87,-119.54,5.5,0.8,10.1,7.06,15.7,0.0,,0.0
11629,,2010-06-19,37.87,-119.54,5.27,1.6,9.8,6.98,14.0,0.0,,0.0
11630,,2010-06-20,37.87,-119.54,6.05,0.6,11.1,5.69,11.2,0.0,,2.38
11631,,2010-06-14,51.13,-114.98,9.09,5.5,11.1,5.94,10.0,2.3,,79.42
11632,,2010-06-15,51.13,-114.98,8.05,5.1,11.2,6.07,10.2,6.7,,86.08
11633,,2010-06-16,51.13,-114.98,5.71,0.4,8.8,6.06,10.6,7.4,,88.92
11634,,2010-06-17,51.13,-114.98,6.23,4.7,8.2,9.22,14.4,10.2,,99.88
11635,2042.0,2010-06-18,51.13,-114.98,9.41,2.4,14.9,7.33,10.2,0.3,,99.79
11636,,2010-06-19,51.13,-114.98,12.26,5.3,18.2,6.32,9.0,0.0,,78.04
11637,,2010-06-20,51.13,-114.98,13.7,5.0,20.3,6.15,8.6,0.0,,38.29
11638,2043.0,2010-06-21,43.08,-107.29,17.43,9.4,25.8,16.6,28.2,0.0,,13.21
11639,,2010-06-22,43.08,-107.29,14.78,8.6,21.6,12.94,21.9,4.8,,36.29
11640,,2010-06-23,43.08,-107.29,15.5,7.3,22.2,8.99,16.1,0.0,,36.46
11641,,2010-06-24,43.08,-107.29,20.23,10.5,28.5,7.02,13.6,0.0,,19.88
11642,,2010-06-25,43.08,-107.29,22.57,13.2,29.8,13.67,26.0,0.0,,33.54
11643,,2010-06-26,43.08,-107.29,20.07,13.9,26.0,13.47,24.5,0.2,,33.0
11644,,2010-06-27,43.08,-107.29,19.05,11.3,25.6,9.09,15.3,0.0,,0.46
11645,,2010-06-21,63.07,-151.01,-23.86,-26.6,-21.8,1.01,1.9,0.3,,48.92
11646,,2010-06-22,63.07,-151.01,-23.2,-24.5,-22.6,1.6,2.5,2.6,,97.08
11647,,2010-06-23,63.07,-151.01,-23.35,-25.3,-22.0,1.19,2.9,2.1,,84.58
11648,,2010-06-24,63.07,-151.01,-23.3,-25.1,-21.6,1.82,3.0,0.2,,64.12
11649,2044.0,2010-06-25,63.07,-151.01,-23.4,-25.5,-21.7,0.76,1.5,0.0,,86.5
11650,,2010-06-26,63.07,-151.01,-23.18,-25.1,-21.8,2.1,4.2,7.4,,93.42
11651,,2010-06-27,63.07,-151.01,-23.07,-23.7,-22.3,1.88,2.9,10.2,,99.79
11652,,2010-06-21,37.87,-119.54,6.17,-1.0,10.8,6.0,9.5,0.4,,15.08
11653,,2010-06-22,37.87,-119.54,8.52,1.1,13.5,5.73,10.6,0.0,,18.21
11654,,2010-06-23,37.87,-119.54,9.91,5.2,14.3,5.88,12.7,0.1,,40.96
11655,,2010-06-24,37.87,-119.54,9.43,5.7,13.5,5.27,12.8,0.1,,69.46
11656,,2010-06-25,37.87,-119.54,8.83,5.8,11.5,6.17,11.5,1.2,,45.29
11657,2045.0,2010-06-26,37.87,-119.54,11.75,3.3,18.8,5.7,10.0,0.0,,14.54
11658,2046.0,2010-06-26,37.87,-119.54,11.75,3.3,18.8,5.7,10.0,0.0,,14.54
11659,,2010-06-27,37.87,-119.54,14.55,6.9,22.2,6.52,10.5,0.1,,14.67
11660,2047.0,2010-06-28,45.37,-121.7,1.47,-4.0,7.5,8.81,16.4,0.1,,60.04
11661,,2010-06-29,45.37,-121.7,-2.01,-6.1,2.2,11.4,16.1,0.0,,34.54
11662,,2010-06-30,45.37,-121.7,-2.88,-8.2,3.1,6.41,9.2,0.0,,63.54
11663,,2010-07-01,45.37,-121.7,-3.5,-6.9,0.8,9.57,15.8,0.7,,76.0
11664,,2010-07-02,45.37,-121.7,-4.68,-6.7,-1.8,10.36,15.7,5.0,,81.96
11665,,2010-07-03,45.37,-121.7,-3.38,-7.8,1.6,9.84,12.2,0.0,,31.62
11666,,2010-07-04,45.37,-121.7,-2.4,-7.8,2.3,11.69,16.8,0.0,,66.67
11667,,2010-06-28,46.85,-121.76,-9.1,-12.4,-5.4,6.51,10.5,1.2,,75.62
11668,,2010-06-29,46.85,-121.76,-11.91,-15.5,-7.3,7.59,10.9,0.0,,67.0
