accident_id,source,source_id,date,latitude,longitude,state,location_name,route_name,route_grade,accident_type,activity,severity,fatalities,injuries,description
1014,avalanche,379b585a-ba28-4f7b-a0c4-6bdba1b57016,2014-01-06,37.8565754,-107.7045643,CO,Ohio Peak,,,avalanche,backcountry_skiing,serious,0,2,
1015,avalanche,130b567d-ac58-48a9-8ba9-e76f55e569f6,2014-01-05,39.766671,-105.8675268,CO,"Butler Gulch, southwest of Berthoud Pass",,,avalanche,backcountry_skiing,minor,0,1,
1016,avalanche,0e991b78-41b5-4f79-8154-a4f7c120907c,2014-01-02,39.47596,-106.10415,CO,"Whale's Tail, Breckenridge Ski Area",,,avalanche,backcountry_skiing,serious,0,8,"<p>On January 2, 2014 at 1400 hrs the Breckenridge ski patrol allowed public access to the Whale's Tail portion of the ski area for the first time in the 2013-14 operating season. Avalanche hazard mitigation was completed approximately 3 hours before this avalanche. The area was open to the public for approximately 1 hour before this avalanche. The Breckenridge ski patrol estimates that o<span>ver a hundred riders accessed the area before an avalanche released at 1500 hrs. A ski patroller responding to a medical accident saw public walking on avalanche debris and notified the ski area dispatch center. </span></p>"
1017,avalanche,dbeae106-b718-45fa-a433-8d84286b21d0,2014-01-01,45.19274,-111.11318,MT,"Onion Basin, northern Gallatin Range",,,avalanche,snowmobiling,fatal,1,3,
1018,avalanche,c38c68f0-f82f-4e6e-aacc-b578762bc77c,2013-12-31,40.34187,-106.11978,CO,Parkview Mountain,,,avalanche,backcountry_skiing,fatal,1,1,"<p>The avalanche ran through lots of small timber, which broke up the avalanche flow and created a big powder cloud that obscured visibility. The victim traveled approximately 15 to 30 m in the flow. He was fully buried 60 to 90 cm deep, and came to rest on his side. His body was bent around a small tree so that both his head and feet were down hill of his waist. He had a climbing helmet attached to his pack but was not wearing it at the time of the accident.</p>"
1019,avalanche,b20d14dc-81c4-46c3-8bc6-e715680333ff,2013-12-28,39.763513,-105.8811477,CO,"Jones Pass, southwest of Berthoud Pass",,,avalanche,backcountry_skiing,serious,0,2,
1020,avalanche,d4a9fb2a-4809-484c-abef-8b7532e43c95,2013-12-28,39.55394,-106.1992174,CO,Uneva Peak,,,avalanche,backcountry_skiing,serious,0,2,
1021,avalanche,2f53180e-dc9d-4d39-9d7c-47cbf9528294,2013-12-27,39.67329,-105.88813,CO,North side Loveland Pass,,,avalanche,backcountry_skiing,serious,0,2,"<p>Skier 1 felt the snow collapse and drop, but only heard a gentle 'whoosh'. Skier 1 decided to head straight down the steeper slope they had planned to avoid in the hopes of outrunning the avalanche. The slab broke into “undulating blocks of different sizes going up and down at random like the keys on a player piano”. Skier 1 rode on top of the slab for about 100 feet down slope. Then the avalanche hit a bench at the bottom of the path and Skier 1 could feel debris rapidly start piling up, first covering his legs, then chest, then head. Skier 1 tried to swim up in debris, but his skis were still attached. At the last second Skier 1 put his left hand in front of his face to create an air pocket. Skier 1 felt this entire event lasted about 20 seconds.</p>
<p>Skier 1 was partially buried-critical, with his airway under the snow but equipment visible on the surface. A portion of Skier 1’s left ski pole was above the debris. Skier 1 was buried in a sitting position, with his head about 3 feet below the debris. His left arm was level with his head, and his right arm was at his side with the right pole underneath their body. His legs were crossed with both skis still attached. Skier 1 felt he was fully conscious for a couple minutes and then went into “mental hibernation.”</p>"
1022,avalanche,1514b281-1e2b-44dc-b87d-b6fb182d1d58,2013-12-26,43.589809,-110.889603,WY,"Pucker Face, near Jackson Hole Mountain Resort",,,avalanche,backcountry_skiing,fatal,1,1,"<p>On December 26, 2013 a group of six skiers and snowboarders left the southern boundary of the Jackson Hole Mountain Resort to access backcountry terrain. The group ascended the north ridge of Cody Peak and made the decision to ski and ride Pucker Face, a steep open slope with a cliff band outcrop that separates the upper portion from the lower portion. The first person on the slope was a 29 year old male skier.  At 12:51 PM he triggered a large slab avalanche on his second or third turn. He was carried over the cliff outcrop and completely buried in the run-out zone of this active slide path. This was the first party to attempt to ski or ride Pucker Face during the 2013/14 winter season.</p>"
1023,avalanche,00d9a504-6882-4faa-b277-f3fd53868dc6,2013-12-26,43.44151,-111.08833,ID,"Neely's, Palisades Peak",,,avalanche,snowmobiling,fatal,1,1,"<p>A snowmobiler was caught and buried in an avalanche northeast of Upper Palisades Lake on December 26th. Friends used avalanche rescue beacons to locate the victim and shovels to extricate him from the snow, but were unable to revive him. </p>
<p><a href=""http://www.idahostatejournal.com/news/local/arco-snowmobiler-dies-in-avalanche-near-palisades-peak-in-bonneville/article_1405ff3a-6e9f-11e3-ad33-001a4bcf887a.html"">http://www.idahostatejournal.com/news/local/arco-snowmobiler-dies-in-avalanche-near-palisades-peak-in-bonneville/article_1405ff3a-6e9f-11e3-ad33-001a4bcf887a.html</a></p>"
1024,avalanche,282ff1fa-4cab-4746-951e-6a5c30df113f,2013-12-22,39.60136,-106.29805,CO,Abrahams-East Vail Chutes,,,avalanche,backcountry_skiing,serious,0,2,"<p>Skier 2 followed Skier 1 after a 15 second count. Skier 2 made two turns and began a right hand turn. While making this turn, Skier 2 saw the snow below crack and begin to slide. Skier 2 then looked back uphill and saw a crown open about 20 to 25 feet upslope. Skier 2 immediately attempted to exit the slab to the skiers right, aiming for a small tree, hoping to grab it and escape the avalanche. Skier 2 was knocked over and began to tumble, striking this tree with both skis. Skier 2's left ski popped off and Skier 2 began tumbling downhill. Skier 2 slid an estimated 200 feet further when the moving debris ripped the Avalung from his mouth. <br><br>The slide continued another 200 hundred feet through small trees, dragging Skier 2 head first downhill. At some point Skier 2's right ski released, though not before his right knee suffered a torn ACL, MCL and meniscus. Skier 2 managed to get the Avalung tube back in his mouth, but found it plugged with snow. Skier 2 then catapulted head first off a 20 foot cliff and became buried deeper in the moving avalanche debris. After landing off this cliff Skier 2 began to feel the avalanche slow. <br><br>Skier 2 now began to fight and swim as hard as possible to gain the surface of the debris. When the avalanche stopped Skier 2 came to rest in a sitting position facing downhill, his head just at the surface of the avalanche debris. Skier 2 freed one arm and began to wave and yell for help. <br><br><br></p>"
1025,avalanche,4932cf40-3a65-44c3-8ebd-92ba403f4c0b,2013-12-18,39.51523,-105.93824,CO,North Fork of Swan River,,,avalanche,backcountry_skiing,minor,0,1,
1026,avalanche,3d7c00b0-3572-46f3-82a5-864e19bca57d,2013-12-13,39.1624773,-106.9225717,CO,"Willow Creek, southwest of Aspen",,,avalanche,backcountry_skiing,minor,0,1,
1027,avalanche,1632e31a-b732-40aa-b9e1-c4bf0a82f57c,2013-12-11,39.800797,-105.7927844,CO,Mt. Russell,,,avalanche,ice_climbing,minor,0,3,
1028,avalanche,c1d46a24-2ab8-49e0-9550-de40ff783522,2013-11-26,38.8438936,-107.0381744,CO,Mt. Axtell,,,avalanche,backcountry_skiing,minor,0,2,
1029,avalanche,2fc8781e-6910-4fc6-8845-0c4c51cd891d,2013-11-24,39.83408,-105.64865,CO,St Mary's Lake,,,avalanche,backcountry_skiing,serious,0,2,"<p>Sunday morning November 24th a group of three climbers ascended towards St Mary's Lake northwest of Idaho Springs. Two of the climbers split off from the third climber and ascended gentle terrain to the north of the steep terrain above St Mary's Lake. At about 10:30 AM Climber 3 was ascending just to the climbers left of the central couloir above St Mary's Lake when he triggered a slab avalanche. The climber was nearing the top of the climb when the slab fractured and ran. The climber was carried for around 120 feet before they were able to self arrest. The debris continued down the track another 500 to 600 vertical feet. <br>Climber 3 did not have a beacon, probe, or shovel. <br>Climber 1 was uninjured and was able to return to the trailhead under his own power.<br><br>The slab, HSAFOR2D2 was estimated at 14"" deep at the crown by 25 feet wide and ran about 700 vertical feet. The slab failed on a very hard snow/ice crust. This crust was near the ground and likely formed during the last warm spell, or possibly earlier in the fall.</p>"
1030,avalanche,ce22ad83-6366-436f-8e82-b848c1b35b05,2013-11-23,37.8306794,-107.7478334,CO,V6 peak,,,avalanche,backcountry_skiing,serious,0,2,
1031,avalanche,14c2b6fe-6efd-4225-95ed-fbff7ade3b44,2013-11-21,40.3138,-105.6738,CO,Rocky Mountain National Park-Dragon's Tail Couloir,,,avalanche,ice_climbing,serious,0,2,"<p>About 3:00 PM November 21, 2013, two climbers were ascending ""Enter The Dragon"" on Dragontail Spire and the leader was just a few feet below the fixed anchor of pitch 3/4. The lead climber heard a loud noise above and looked up in time to see a small storm slab coming down the climb. Climber 1 was able to stay on the pitch as this slab over ran his position. Climber 2 was not hit as he was protected by overhanging rock. Climber 1 finished the pitch and tied into the fixed anchor, and then brought Climber 2 up. At this point both climbers knew it was time to get off the route and began rappels down the route and then toward 'Dragons Tail' couloir. Several rappels later, at about 5:30 PM, Climber 1 finished rappelling relatively low into Dragons Tail couloir, when they heard a noise like a freight train. Climber 2 was tied into a fixed tree anchor above, Climber 1 was not. Climber 1 looked up and saw a wall of white 5 to 10 feet high come over a prominent rock. Climber 1 stuck his axe and his crampons and prepared for the hit. A half second later he was cart wheeling down slope. After fighting to stay on top he popped to the surface disoriented. A few seconds later he heard another roar and was hit by another slab, which knocked him off his stance again, but he was able to log roll off this slab.&lt;br&gt;&lt;br&gt; <br>Climber 2 watched Climber 1's headlamp light appear and disappear several times as Climber 1 was carried down slope in the first avalanche. After this slide stopped Climber 2 waited for a second slab to run its course before rapping down to find Climber 1 dazed but uninjured. Both climbers ascended back to their rope to retrieve it before descending and hiking back to their car.</p>"
1032,avalanche,ffc8faee-2916-43d7-9298-648115228b36,2013-11-17,37.9053857,-107.7367884,CO,Trico Peak,,,avalanche,backcountry_skiing,serious,0,2,
1033,avalanche,29bb90a6-3076-461c-bf22-de0dbf4834a0,2013-11-17,37.91321,-107.71243,CO,Commodore Gulch,,,avalanche,backcountry_skiing,minor,0,1,
1034,avalanche,11d66129-4a76-438a-81f6-3ad61a6763c6,2013-11-17,39.1533262,-106.8198216,CO,Aspen Mountain,,,avalanche,backcountry_skiing,minor,0,1,
1035,avalanche,92ca0966-9aca-4254-9aec-b46c49b3b7ec,2013-11-14,39.46694,-106.17119,CO,Jupitor Bowl/Bush Line/Under S lift,,,avalanche,backcountry_skiing,minor,0,1,"<p>Copper ski patrol had thrown shots two days prior (November 12) into Jupitor Bowl. No results. Thursday November 14th was the next mitigation mission into Jupitor Bowl.<br>On the morning of the 14th ski patrol threw two more shots on skiers left of bowl. These shots triggered a small slab on the skiers left side of Jupitor Bowl. At around 13:00 ski patrol returned to ski cut some hang fire and put some 'Z' tracks in.  <br>Ski patroller 1, KM (Kyle Miller) made a ski cut from right to left and stopped on the old bed surface about 30 to 50 ft away from Ski Patroller 2 TC (Thomas Creighton on releasable tele gear). KW turned around and signaled TC to start his ski cut.  <br>TC then started his ski cut. TC was concerned that this hang fire might fail so he had a good rate of speed when he started his ski cut from left to right a little below KW's ski cut. KW watched the crown open along the first ski cut as TC started across, (starting at a large rock on the right flank above TC). <br><br>TC was maybe 1/2 way across on his cut when he saw debris buckling below him. At this time KW called over the radio ""-Deploy-Deploy"". TC did not know the size of the slide, but he knew that it had potential to be big enough to get into trouble.( There were some terrain trap issues of concern like a hollow depression at bottom). The slab knocked TC off his feet, onto his left hip. The debris was comprised of sugary snow near the ground and TC could not keep enough momentum to reach the flank and was knocked over onto his left side, balloon deployed.  When he was knocked over he was about 5 ft from the old bed surface. When he stopped he was lying on his side, skis downhill. <br>TC was not buried at all, &amp; had a little bruising on his left hip. <br><br>Crown 12-15 inches. About 30 feet wide, vertical about 150 max.<br>Debris area about the size of a Ford F150 . Debris about 3 ft deep. <br>SSAScGR1 D.5<br> (Mystery Ranch Balloon bag...maybe 'backcountry' model?)</p>"
1036,avalanche,0f1290a7-f0c7-4971-b3e5-a1021b8fd809,2013-11-10,38.9113822,-107.0167806,CO,"Coneys, northwest of Crested Butte",,,avalanche,backcountry_skiing,minor,0,1,
1037,avalanche,aa0cda62-60ff-44ef-bc1e-b41653399b63,2013-10-30,37.8920045,-107.8379717,CO,Gold Hill,,,avalanche,backcountry_skiing,serious,0,4,
1038,avalanche,7e35b8ef-d0c2-4553-aaa8-634a351f8d60,2013-10-30,37.8590065,-107.6479536,CO,Storm Peak,,,avalanche,backcountry_skiing,serious,0,2,
1039,avalanche,9a5fb483-26a4-4c73-8612-cc04796088be,2013-04-20,39.6789,-105.86839,CO,Sheep Creek,,,avalanche,backcountry_skiing,fatal,5,7,"<p>The avalanche was quite large and engulfed the entire group from above at approximately 10:15am. The avalanche pushed all group members between 5 and 20 feet into the Sheep Creek gully. Five of the six members of the group were completely buried. The survivor was 3rd in line at the time of the accident, and was partially buried in very close proximity (touching) to the two group members in the front of the line. The survivor came to rest in an upright semi-seated position with his lower left arm free, and his face very near the surface. He was able to clear the snow from his face, and at that point could breath freely. He then began slowly moving snow away from his face and head and trying to free his right arm from the snow. The survivor continued to yell for help, but to no avail, as there was no one left unburied to hear him and no other people in the area. The survivor was stranded in this position for approximately 4 hours before rescuers arrived at the scene.</p>"
1040,avalanche,6592abe6-86db-472b-9a2b-78e4c9164f93,2013-04-18,39.49593,-106.26114,CO,"Ptarmigan Hill, near Vail Pass",,,avalanche,backcountry_skiing,fatal,1,1,"<p>At approximately 1pm, the three members of the group involved in this avalanche left the top of Ptarmigan Hill. One of them rode a snowmobile along a road to the bottom and waited for the two riders. Rider 1 went to the north and entered the avalanche path from the skier's right (east) side while Rider 2 went northwest above the top of the bowl to enter from the skier's left (west) side. Rider 1 waited at the top of his line for Rider 2 to come into view and remembers last seeing him near the large rock (see Figure 12) on the skier's left (west) side of the bowl.</p>
<p>Rider 1 planned to drop off a rock below and describes seeing the snow slide off the rock as he approached it, which indicates the avalanche was moving at this time. As he landed, he remembers the snow ""looking like an ocean"" all around him and he was knocked down by snow that came from behind him. He fought to stand up, keep his board on the surface, and gain speed, but could not move faster than the moving debris. The speed of the flow decreased as it hit a bench part way down the avalanche path on the skier's right (east) side, and the avalanche released him into the trees below (see Figure 13).</p>
<p>Rider 2's location at the time of the slide is unknown, but he was caught in the slide and carried down the slope and through thick vegetation. He came to rest on the surface of the snow against an 8"" diameter tree near the bottom of the debris.</p>"
1041,avalanche,d9cb2d5e-b47d-4cb5-989e-3f8474b4b50a,2013-04-13,47.41624,-121.48046,WA,"Granite Mountain, near Snoqualmie Pass",,,avalanche,ice_climbing,fatal,1,3,"<p>Three climbers, traveling on foot, were caught. Two were not buried or able to free themselves and one was killed. According to a <a href=""http://seattletimes.com/html/localnews/2020782152_avalanchesnoqualmiexml.html"">Seattle Times</a> article, they ""suffered non-life-threatening shoulder and hamstring injuries, the Sheriff’s Office said. A GPS device worn by one of the men showed they tumbled down the slope more than 1,200 feet in less than one minute, according to the King County Sheriff’s Office.""</p>"
1042,avalanche,0d6fadef-57f3-451f-87be-75a0a0d33e42,2013-04-13,47.4556,-121.38923,WA,"Red Mountain, near Snoqualmie Pass",,,avalanche,backcountry_skiing,fatal,1,1,"<p>A solo snowshoer was caught and buried in an avalanche. She was following a party of twelve showshoers who were ""split up"" by the avalanche. The large party realized the solo snowshoer was missing when her dog came up to them about 45 minutes after the avalanche. They found the solo snowshoer, dug her out, and stayed with her until search and rescue arrived. ""The Sheriff’s Office said the woman had a pulse when she was dug from the snow. Rescuers, who hiked nearly three hours to reach her, spent six hours carrying her on a sled off the mountain, but she did not survive.""</p>"
1043,avalanche,ea694087-301d-4e13-83f2-f60321d0d58d,2013-04-11,39.5729511,-105.8718351,CO,"Glacier Mountain, southwest of Montezuma",,,avalanche,backcountry_skiing,serious,0,2,
1044,avalanche,8d82b750-5a12-4ba7-92be-50c4b002569f,2013-04-11,38.82212,-106.97946,CO,Whetstone Mountain,,,avalanche,backcountry_skiing,serious,0,2,
1045,avalanche,dc030ea2-f978-456f-a407-ccdd3cee694d,2013-04-11,40.629,-111.666412,UT,"Kessler Peak, Big Cottonwood Canyon",,,avalanche,backcountry_skiing,fatal,1,0,"<p>The victim was Craig Patterson, a forecaster for the Utah Department of Transportation Snow and Avalanche Program, which forecasts and controls avalanches for both Big Cottonwood Canyon and Little Cottonwood Canyon.  Craig was doing fieldwork alone on Kessler Peak to check out the snow stability conditions, because avalanche slopes on Kessler Peak can threaten the highway below.</p>
<p>Craig followed a fairly standard up-track used by both public backcountry skiers and by UDOT forecasters, which utilizes a thickly-treed ridge between avalanche paths locally known as God's Lawnmower, which is just west of the ridge and Kessler Slabs, which is just to the east of the ridge. He ascended the ridge using climbing skins and made switchbacks up the northeast-facing ridge.  As he neared the top of the ridge where he was presumably planning to descend back down the ridge, his ascension track led around a sharp corner from the northeast-facing ridge onto a steep, east-facing slope where he presumably triggered the avalanche that killed him.  The flank fracture of the slab was directly on the sharp ridge that divided the safer snow on the northeast facing slope from what appeared to be recently wind loaded snow on the east facing slope.  The distance of only a foot or two separated safe snow from dangerous snow.  It's uncertain whether he was planning to make another switchback to stay on the safer north facing side and just stepped around the corner too far or whether he planned to continue onto the east facing slope to examine the snow there.</p>
<p>The avalanche was a relatively small wind slab, about 6-8 inches deep (a foot deep in the deepest section) and about 45 feet wide.  It was on a very steep slope, which was 50 degrees at the crown face and 45 degrees where his track led across the flank wall of the slab fracture.  It's likely that the avalanche broke 40' above him as he stepped onto to the recently wind-loaded slope.  The avalanche path descends through many sparse trees and over a couple cliffs.  The avalanche swept him 1380' vertical feet down the slope where he came to rest on the surface of the debris with his avalanche airbag deployed.</p>
<p>He checked in by phone around 1:00 or 1:30 in the afternoon when he was high on the mountain and reported stable snow conditions. He failed to check in later in the day nor return home that evening so the authorities were notified.  His UDOT truck was still parked at the Cardiff Fork trailhead. A Life Flight helicopter was able to fly just before dark to search for him and they noticed the avalanche with a person on top of the debris and not moving, but the terrain was too steep to land.  Ground-based rescuers from Wasatch Backcountry Rescue under the command of Salt Lake County Sheriff accessed the area on foot after dark.  They found Craig's body on the surface of the debris with his avalanche airbag deployed and obvious trauma to his head and hip with rips in his pants.  He was obviously still in ""uphill mode"" as he will had a climbing skin on his ski (the other ski was missing) and he was dressed lightly.  He was laying head downhill and on his side.   His body was only about 50' vertical feet above the toe of the debris.</p>"
1046,avalanche,eadc4cc4-1c66-4ff0-8fd4-d52e7287a68a,2013-04-10,39.9184344,-105.6809717,CO,Beacon Peak,,,avalanche,backcountry_skiing,minor,0,1,
1047,avalanche,fd37068e-874a-465e-a6b3-0d26b484d3a5,2013-04-10,39.8011593,-105.7706648,CO,Berthoud Pass,,,avalanche,backcountry_skiing,minor,0,1,Skier 1 triggered slide about five turns into the chute. Was carried about 100ft and self arrested on rocks. Skier 2 downclimbed to him. Skier 1 lost one ski and slid on butt down the bed surface.
1048,avalanche,6858103a-e969-4522-8f62-1e2760367dfc,2013-04-08,40.2570031,-105.6141834,CO,"Longs Peak, southwest of Estes Park",,,avalanche,ice_climbing,serious,0,2,
1049,avalanche,4c83fa65-f4b0-49e3-ae76-f5f4ee820163,2013-03-17,40.45562,-105.67725,CO,"Ypsilon Mountain, Rocky Mountain National Park",,,avalanche,ice_climbing,fatal,1,1,"<p>The party was approximately half way down the narrow portion the couloir when a soft wind slab released above the Climber 1. It is unclear whether Climber 1 triggered the slide from below or if it released naturally from wind-loading, but given the start zone and the position of the climbers at the time of the avalanche, the trigger was most likely wind-loading. There were two pieces of rock protection in place (a nut and 0.75 Camalot) at the time of the avalanche. Both climbers took a very violent fall of approximately 100 feet hitting rocks and ice on the way down, at which point the Camalot arrested their fall with Climber 1 coming to rest about 30 feet above Climber 2. The nut pulled loose and was dangling from the rope after the avalanche. The avalanche debris mostly ran by the climbers but it did cement the rope into place and it was not retrievable.Climber 1 indicated that he was not injured and OK, but the coroner's report indicate minor injuries. Climber 2 sustained broken ribs, a torn MCL, a broken coccyx, and damage to her wrist ligaments.</p>
<p>At this point, the two climbers descended the lower portion of the couloir with Climber 1 walking in crampons and Climber 2 walking in crampons until she changed into snowshoes on the lower snow ramp.  Darkness had descended, and they walked approximately 1/4 mile from the bottom of the couloir and Climber 2 changed back to crampons to descend two small ice steps. They walked most of the way down a snow slope before Climber 1 was no longer able to travel on. Climber 1's level of consciousness began to rapidly deteriorate during this 1/4 mile walk. Climber 2 positioned Climber 1 in as sheltered and as comfortable position as possible, and then both of them spent the night of March 17th on the snow slope. Climber 2 reported that Climber 1 became unresponsive around 8:30 PM.</p>"
1050,avalanche,9559d649-9e35-4c39-b857-5d506637694d,2013-03-10,39.12956,-106.82028,CO,Aspen Mountain,,,avalanche,backcountry_skiing,serious,0,2,
1051,avalanche,cb383587-b042-46e3-b979-bf689bed7545,2013-03-08,39.10462,-106.62583,CO,Independence Mountain,,,avalanche,backcountry_skiing,serious,0,5,"On Friday March 8th, a group of four friends snowmobiled up the west side of Independence Pass from the town of Aspen.  The group included three skiers and one snowboarder. Their plan for the day was to park the snowmobiles on the road (closed in winter) and skin up to treeline on a northeast-facing slope that is located just to the northwest of the ghost town of Independence.  They planned on descending this slope back towards the snowmobiles.  They had done a similar tour in an adjacent path on the previous day, March 7th. At approximately 11:30 am, the group was skinning uphill and just reaching treeline.  They decided to continue climbing up towards a small ridge in the terrain with a final destination being a rock band just below the summit ridge. While climbing through the last few small trees, one member reported hearing a large whumpf. This collapse triggered an avalanche that started approximately 600 vertical feet above them.  As the slide started, two members of the group who were still near treeline were caught, carried 15-20 feet, and then able to grab and hold onto trees as the slide passed. "
1052,avalanche,8f379a61-c5f0-4845-a340-363d8574a080,2013-03-03,59.23428,-135.44838,AK,"Takhinsha Mountains, southwest of Haines",,,avalanche,backcountry_skiing,fatal,1,3,"<p>Four clients and one lead guide were dropped off on a ridgeline above the Garrison glacier in the upper Kicking Horse valley approximately 10 miles southwest of Haines. [The guided party was planning ""heli-assisted touring,"" backcountry touring from the drop-off point.]</p>
<p>While the group was standing on the ridgeline, the snow they were standing on collapsed underneath them with a big 'whomp', an audible fracture, and them a 'boom'. Four of the five people in the group fell with the collapsed snow ledge onto and down the steep slope below. The section of ridge that broke was estimated at about 40 feet long and about 10 feet wide.</p>
<p>The riders tumbled approximately 600 to 1000 vertical feet before coming to rest close to each other. No one was buried in debris, and at least one person deployed an airbag (this person was remarkably uninjured).</p>
<p>After the fall, one person was found unresponsive, CPR was initated, and he was transported to the Haines medical clinic where he was pronounced dead. Of the three others in the fall, two had serious injuries. The snowboarder who survived sustained multiple femur fractures. One skier had fractures to his hip and nose, and lacerations and contusions on his face/head.</p>
<p>The helicopter that had dropped them off was in the area, and assisted with the rescue.</p>"
1053,avalanche,1a85e69c-900b-4471-89b2-16cf8575963d,2013-03-02,40.49092,-105.89048,CO,"Nokhu Crags, Never Summer Mountains",,,avalanche,backcountry_skiing,fatal,1,3,"<p>Group A moved up the ridgeline to a saddle in the ridgeline. They travelled along the ridge and then decided to ski a line that started at the base of the saddle and followed the trim line on the skier's left side of the slope. Skier 1 skied a line next to the sparse trees and stopped on the moraine at the bottom of the slope. Skier 2 descended a line approximately 10 yards to the skier's right of Skier 1's track. He made a few turns and then fell. The dog descended the slope and moved below Skier 2. Skier 2 stood up and began skiing a steep diagonal to the south (skier's right). The dog followed a similar trajectory to Skier 2, but was further down-slope. As Skier 2 moved downhill and to the south, the avalanche released. Both skiers and the dog were caught in the avalanche and swept downhill.</p>"
1054,avalanche,4d07275e-7a99-4e6c-b02c-ea1069b2168e,2013-03-01,39.1520109,-106.8203804,CO,Aspen Mountain,,,avalanche,backcountry_skiing,serious,0,3,"Group of snowboarders left ski area at Midnite Gate, west side of ski area. 2 caught, 1 partial burial to waist. No injuries. Hiked back up and out to ski area."
1055,avalanche,65665405-23a3-423e-a72a-0ef44ffdaab7,2013-03-01,43.6562,-110.83179,WY,"Prospectors Mountain, Grand Teton National Park",,,avalanche,backcountry_skiing,fatal,1,0,"<p>PRELIMINARY: One ski mountaineer died after being swept downhill by a small slide in extreme terrain. Early details are available at the <a href=""http://www.jhavalanche.org/eventDetail/event/3871"">Bridger-Teton Avalanche Center</a> and <a href=""http://www.jhnewsandguide.com/article.php?art_id=9607"">Jackson Hole News and Guide</a>.</p>"
1056,avalanche,9813fc8d-299a-4ed5-a273-4555322803a7,2013-03-01,44.27458,-71.28565,NH,"Huntington Ravine, Mount Washington",,,avalanche,ice_climbing,fatal,1,0,"<p>PRELIMINARY: A solo climber was killed in an avalanche in Pinnacle Gully, Huntington Ravine, on Mount Washington. The <a href=""http://www.mountwashingtonavalanchecenter.org/wp-content/uploads/2013/03/2013-03-02.pdf"">Mount Washington Avalanche Center</a> has few details at this time.</p>"
1057,avalanche,04db0f40-a0dc-44f9-ac0c-f670de8f7700,2013-03-01,39.0436,-111.519,UT,"12 Mile Canyon, Manti Skyline",,,avalanche,snowmobiling,fatal,1,1,"<div class=""field-items"">
<div class=""field-item even"">
<p>[The UAC] have not spoken with anyone who was involved in that accident. The following accident summary was related to us through the Sevier County Sheriff.</p>
<p>A group of snowmobilers left 12 mile Canyon for a day of snowmobiling.  Just east of the head of 12 mile Canyon the group was playing in a broad flat bottom valley with small steep slopes on the west side.  The group was separated some what as everyone was having fun on different terrain features. At about 4 o'clock or a bit later the group noticed that one member was missing. They backtracked a bit to find a fresh avalanche and figured he must be buried in it. There was no sign of him or his snowmobile and he was not wearing an avalanche beacon. The group was not able to locate him and were forced to call search and rescue.  The search and rescue team arrived and was able to finally locate part of the buried snowmobile. The victim ended up being buried beneath the snowmobile and the rescue team extricated him but it was too late. The victim was a 30 year old male buried at least 4 feet deep.</p>
</div>
</div>"
1058,avalanche,1c15668b-2fa6-422d-a23d-5d7ce7e9d7bd,2013-02-25,37.9043981,-107.7292546,CO,Trico Peak,,,avalanche,backcountry_skiing,serious,0,3,"(CAIC): The party triggered the slide while skinning across the bottom of the slope. The slope collapsed, and propagated 50 meters above them. The whole slope slid, including the slope both parties were on. The first party member was carried 15 meters down slope and was partially buried (2 feet of snow up on their body). The second party member, who was 50 meters behind the first member, was knocked over and carried 10 meters. No injuries."
1059,avalanche,71a6b50c-8c42-4d8f-a407-d0c0e6e6d9bf,2013-02-23,39.75701,-105.87175,CO,Butler Gulch,,,avalanche,backcountry_skiing,near_miss,0,0,"<p>Two backcountry riders, one on a snowboard and one on skis (Party 1), were ""hiking up trying to get to one of the peaks""  on the western side of Butler Gulch. They stopped at the base of a steep slope and Rider 1 dug a snow pit. Rider 2 described it as ""completely hard all the way down."" They began to boot pack up the slope and encountered softer snow.</p>
<p>Rider 1 was almost to the rock band when he saw ""small breaks in the snow."" Rider 1 took several more steps before the avalanche release. The avalanche swept Rider 1 a short distance.</p>
<p>Rider 2 was on the boot pack about 15 feet below Rider 1 and ""fully caught"" in the avalanche. Rider 2 ""was swept ... onto my back heading downhill headfirst. I twisted and swam as much as I could and came to rest on top of the slide at the base of the slope..."" and was not buried. Neither rider was injured.</p>
<p>Another group (Party 2) was in the the area and took the photos. They made contact with Party 1 and made sure they were uninjured.</p>
<p>From the photos, the avalanche was a soft slab, cross-loaded by wind. It was unintentionally triggered on foot, small relative to the path, relatively harmless to a person, and likely ran on the interface between recent and old snow (SS-AFu-R2D1.5-I). Nearby weather stations recorded several inches of snowfall the day prior, with strong westerly winds.</p>"
